Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Size (KB),Description,Language,Repo URL
135,flutter_app,2703,516,2703,9,09/12/2018,22/03/2023,168.49 MB,172535,🔥🔥🔥本项目包括各种基本控件使用（Text、TextField、Icon、Image、Listview、Gridview、Picker、Stepper、Dialog、Slider、Row、Appbar、Sizebox、BottomSheet、Chip、Dismissible、FlutterLogo、Check、Switch、TabBar、BottomNavigationBar、Sliver等）、豆瓣电影、tubitv、每日一文、和天气、百姓生活、随机诗词、联系人、句子迷、好奇心日报、有道精品课、高德定位、音乐播放器🎵、追书神器等板块,Dart,https://github.com/shichunlei/flutter_app
136,mangayomi,2686,51,2686,136,03/04/2023,06/11/2025,326.07 MB,333899,"Free and open source application for reading manga, novels, and watching animes available on Android, iOS, macOS, Linux and Windows",Dart,https://github.com/kodjodevf/mangayomi
137,wsl2-distro-manager,2650,150,2650,36,17/09/2021,19/08/2025,331.99 MB,339958,A GUI to quickly manage your WSL2 instances,Dart,https://github.com/bostrot/wsl2-distro-manager
138,flutter_local_notifications,2631,1542,2631,121,25/03/2018,26/10/2025,7.28 MB,7459,"A Flutter plugin for displaying local notifications on Android, iOS, macOS, Linux and Windows",Dart,https://github.com/MaikuB/flutter_local_notifications
139,wechat_flutter,2618,575,2618,44,15/11/2019,30/10/2025,43.31 MB,44351,"wechat_flutter is Flutter version WeChat, an excellent Flutter instant messaging IM open source library!",Dart,https://github.com/fluttercandies/wechat_flutter
140,Harmony-Music,2604,234,2604,283,05/02/2023,01/11/2025,7.44 MB,7615,A cross platform App for streaming Music,Dart,https://github.com/anandnet/Harmony-Music
141,flutter_cached_network_image,2556,715,2556,331,02/12/2017,26/09/2024,1.00 MB,1025,"Download, cache and show images in a flutter app",Dart,https://github.com/Baseflow/flutter_cached_network_image
142,flutter-complete-guide-course-resources,2553,1035,2553,17,05/04/2023,20/12/2024,1.50 MB,1538,Course resources (code snapshots & slides) for our complete Flutter & Dart course (https://acad.link/flutter).,Dart,https://github.com/academind/flutter-complete-guide-course-resources
143,Flare-Flutter,2544,513,2544,145,25/03/2018,05/07/2022,8.90 MB,9116,Load and get full control of your Rive files in a Flutter project using this library.,Dart,https://github.com/2d-inc/Flare-Flutter
144,apidash,2510,590,2510,83,04/03/2023,30/10/2025,101.70 MB,104138,"API Dash is a beautiful AI-powered open-source cross-platform (Desktop & Mobile) API Client built using Flutter which can help you easily create & customize your HTTP & GraphQL API requests, visually inspect responses and generate API integration code. A lightweight alternative to postman/insomnia.",Dart,https://github.com/foss42/apidash
145,flutter_pokedex,2505,578,2505,0,20/07/2019,05/11/2025,10.36 MB,10613,Pokedex app built with Flutter (with lots of animations) using Clean Architecture,Dart,https://github.com/hungps/flutter_pokedex
146,authpass,2490,261,2490,155,22/08/2019,17/09/2025,190.97 MB,195556,AuthPass - Password Manager based on Flutter for all platforms. Keepass 2.x (KDBX 3 and KDBX 4) compatible.,Dart,https://github.com/authpass/authpass
147,mobx.dart,2457,316,2457,67,17/12/2018,11/10/2025,24.19 MB,24770,"MobX for the Dart language. Hassle-free, reactive state-management for your Dart and Flutter apps.",Dart,https://github.com/mobxjs/mobx.dart
148,alisthelper,2444,160,2444,4,02/05/2023,05/08/2025,551.00 KB,551,"Alist Helper is an application developed using Flutter, designed to simplify the use of the desktop version of alist. It can manage alist, allowing you to easily start and stop the alist program.",Dart,https://github.com/Xmarmalade/alisthelper
149,flutter_blue,2432,1248,2432,671,05/06/2017,05/08/2024,16.99 MB,17397,Bluetooth plugin for Flutter,Dart,https://github.com/pauldemarco/flutter_blue
150,flta-materials,2424,1244,2424,1,28/06/2020,01/03/2024,99.58 MB,101968,The projects and the materials that accompany the Flutter Apprentice book,Dart,https://github.com/kodecocodes/flta-materials
151,flutter_boilerplate_project,2401,922,2401,12,03/06/2019,08/09/2024,2.08 MB,2127,A boilerplate project created in flutter using MobX and Provider.,Dart,https://github.com/zubairehman/flutter_boilerplate_project
152,aqueduct,2394,275,2394,177,29/05/2015,26/03/2021,18.20 MB,18637,Dart HTTP server framework for building REST APIs. Includes PostgreSQL ORM and OAuth2 provider.,Dart,https://github.com/stablekernel/aqueduct
153,fluttergram,2394,626,2394,9,12/03/2018,07/08/2024,69.77 MB,71444,A fully functional Instagram clone written in Flutter using Firebase / Firestore,Dart,https://github.com/mdanics/fluttergram
154,Ghosten-Player,2386,146,2386,29,24/09/2024,30/10/2025,2.05 MB,2099,"一个视频播放器，支持网盘直连、元数据刮削、IPTV、文件管理等 /   A video player that supports direct connection to network disk, metadata scraping, IPTV, file management, etc.",Dart,https://github.com/GhostenEditor/Ghosten-Player
155,tiny_computer,2372,115,2372,162,29/08/2023,01/11/2025,1.63 GB,1704111,"Click-to-run debian 12 with desktop environment on android for Chinese users, with fcitx pinyin input method and some useful packages preinstalled. You don't need to install Termux.",Dart,https://github.com/Cateners/tiny_computer
156,flutter-shadcn-ui,2363,157,2363,23,05/01/2024,05/11/2025,3.69 MB,3780,"shadcn-ui ported in Flutter. Awesome UI components for Flutter, fully customizable.",Dart,https://github.com/nank1ro/flutter-shadcn-ui
157,flutter_mall,2351,604,2351,5,14/08/2019,04/07/2021,56.38 MB,57734,Flutter_Mall是一款Flutter开源在线商城应用程序，是基于litemall基础上进行开发，litemall包含了Spring Boot后端 + Vue管理员前端 + 微信小程序用户前端 + Vue用户移动端感兴趣的同学可以自行研究部署，Flutter_Mall基本上包含了litemall中小程序的功能。,Dart,https://github.com/youxinLu/flutter_mall
158,flutter_device_preview,2309,381,2309,122,27/05/2019,30/06/2025,114.40 MB,117145,Approximate how your app looks and performs on another device.,Dart,https://github.com/aloisdeniel/flutter_device_preview
159,very_good_cli,2308,223,2308,34,29/01/2021,06/11/2025,28.36 MB,29045,A Very Good Command-Line Interface for Dart created by Very Good Ventures 🦄,Dart,https://github.com/VeryGoodOpenSource/very_good_cli
160,pinball,2294,270,2294,14,23/02/2022,06/12/2024,98.94 MB,101316,Google I/O 2022 Pinball game built with Flutter and Firebase,Dart,https://github.com/flutter/pinball
161,flutter-tips-and-tricks,2286,254,2286,2,04/07/2022,23/09/2025,198.77 MB,203536,All my Flutter Tips & Tricks on X (Twitter) and LinkedIn.,Dart,https://github.com/bizz84/flutter-tips-and-tricks
162,flutter_catalog,2267,577,2267,15,05/08/2018,10/08/2025,17.36 MB,17774,"An app showcasing Flutter components, with side-by-side source code view.",Dart,https://github.com/X-Wei/flutter_catalog
163,flutter-unity-view-widget,2266,583,2266,270,09/03/2019,25/09/2025,305.03 MB,312354,Embeddable unity game engine view for Flutter. Advance demo here https://github.com/juicycleff/flutter-unity-arkit-demo,Dart,https://github.com/juicycleff/flutter-unity-view-widget
164,zefyr,2231,542,2231,220,09/07/2018,10/06/2024,11.35 MB,11622,Soft and gentle rich text editing for Flutter applications.,Dart,https://github.com/memspace/zefyr
165,kubenav,2211,141,2211,34,05/01/2020,06/11/2025,61.32 MB,62788,kubenav is the navigator for your Kubernetes clusters right in your pocket.,Dart,https://github.com/kubenav/kubenav
166,GZXTaoBaoAppFlutter,2195,453,2195,27,24/05/2019,06/09/2019,89.30 MB,91444,Flutter淘宝App，支持iOS、Android,Dart,https://github.com/GanZhiXiong/GZXTaoBaoAppFlutter
167,maid,2193,225,2193,20,17/10/2023,28/07/2025,126.48 MB,129512,"Maid is a cross-platform Flutter app for interfacing with GGUF / llama.cpp models locally, and with Ollama and OpenAI models remotely. ",Dart,https://github.com/Mobile-Artificial-Intelligence/maid
168,WeatherMaster,2189,84,2189,62,16/06/2024,06/11/2025,285.91 MB,292770,A Weather app for android 🌦🌞☔,Dart,https://github.com/PranshulGG/WeatherMaster
169,dy_flutter,2188,644,2188,1,14/07/2019,01/11/2021,760.00 KB,760,DY :rocket: Flutter 礼物特效、手势动画、弹幕池、抽奖、鱼吧,Dart,https://github.com/yukilzw/dy_flutter
170,flutter_ume,2158,242,2158,31,16/07/2021,19/02/2024,36.43 MB,37309,UME is an in-app debug kits platform for Flutter. Produced by Flutter Infra team of ByteDance,Dart,https://github.com/bytedance/flutter_ume
171,flutter-permission-handler,2149,914,2149,139,20/07/2018,07/08/2025,7.57 MB,7747,"Permission plugin for Flutter. This plugin provides a cross-platform (iOS, Android) API to request and check permissions.",Dart,https://github.com/Baseflow/flutter-permission-handler
172,Flutter-Neumorphic,2148,417,2148,82,19/02/2020,18/05/2024,16.42 MB,16818,"A complete, ready to use, Neumorphic ui kit for Flutter, 🕶️ dark mode compatible",Dart,https://github.com/Idean/Flutter-Neumorphic
173,dart_frog,2145,174,2145,92,02/05/2022,03/11/2025,25.68 MB,26298,"A fast, minimalistic backend framework for Dart 🎯",Dart,https://github.com/dart-frog-dev/dart_frog
174,app,2125,510,2125,150,16/03/2020,23/02/2024,28.89 MB,29584,COVID-19 App,Dart,https://github.com/WorldHealthOrganization/app
175,hauberk,2124,209,2124,17,07/07/2014,30/10/2025,6.19 MB,6335,A web-based roguelike written in Dart.,Dart,https://github.com/munificent/hauberk
176,freezed,2124,284,2124,102,05/01/2020,05/11/2025,5.74 MB,5879,Code generation for immutable classes that has a simple syntax/API without compromising on the features.,Dart,https://github.com/rrousselGit/freezed
177,flutter-todos,2121,458,2121,11,21/06/2019,08/12/2021,2.61 MB,2670,📝 one day list app created by flutter!,Dart,https://github.com/asjqkkkk/flutter-todos
178,auto_size_text,2117,258,2117,96,20/09/2018,07/12/2023,5.94 MB,6085,Flutter widget that automatically resizes text to fit perfectly within its bounds.,Dart,https://github.com/simc/auto_size_text
179,audioplayers,2116,877,2116,228,22/10/2017,09/10/2025,24.62 MB,25209,A Flutter package to play multiple audio files simultaneously (Android/iOS/web/Linux/Windows/macOS),Dart,https://github.com/bluefireteam/audioplayers
180,mpflutter,2115,142,2115,23,08/12/2020,25/03/2025,8.53 MB,8731,MPFlutter 是一个跨平台 Flutter 开发框架，可用于微信小程序以及 Web 应用开发。,Dart,https://github.com/mpflutter/mpflutter
181,chatmcp,2110,193,2110,41,08/12/2024,15/09/2025,98.57 MB,100932,ChatMCP is an AI chat client implementing the Model Context Protocol (MCP).,Dart,https://github.com/daodao97/chatmcp
182,timy-messenger,2107,453,2107,21,01/10/2019,09/01/2023,15.20 MB,15561,Timy - open source mobile app for groups to communicate and organize themselves. Built with flutter.,Dart,https://github.com/janoodleFTW/timy-messenger
183,flutter-tdd-clean-architecture-course,2100,643,2100,34,27/08/2019,10/10/2023,110.00 KB,110,,Dart,https://github.com/ResoCoder/flutter-tdd-clean-architecture-course
184,flutter_chat_ui,2100,811,2100,16,30/08/2020,03/11/2025,2.48 MB,2537,"Free and open-source chat SDK. Build fast, real-time apps and generative AI agents with a high-performance, customizable, cross-platform UI.",Dart,https://github.com/flyerhq/flutter_chat_ui
185,flutter_launcher_icons,2088,420,2088,131,04/12/2017,10/06/2025,73.53 MB,75292,"Flutter Launcher Icons - A package which simplifies the task of updating your Flutter app's launcher icon. Fully flexible, allowing you to choose what platform you wish to update the launcher icon for and if you want, the option to keep your old launcher icon in case you want to revert back sometime in the future. Maintainer: @MarkOSullivan94",Dart,https://github.com/fluttercommunity/flutter_launcher_icons
186,harpy,2087,204,2087,3,28/10/2018,01/08/2024,72.77 MB,74518,a Twitter app built with Flutter 🦅,Dart,https://github.com/robertodoering/harpy
187,pslab-app,2085,814,2085,53,28/03/2017,03/11/2025,324.98 MB,332775,PSLab Android App https://play.google.com/store/apps/details?id=io.pslab,Dart,https://github.com/fossasia/pslab-app
188,E-commerce-App-UI-Flutter,2083,1053,2083,15,03/07/2020,10/08/2024,28.01 MB,28683,Nice and clean Online Shop app UI by using #Flutter.,Dart,https://github.com/abuanwar072/E-commerce-App-UI-Flutter
189,macos_ui,2082,196,2082,67,29/03/2021,19/10/2025,19.28 MB,19739,Flutter widgets and themes implementing the current macOS design language.,Dart,https://github.com/macosui/macos_ui
190,app_rhyme,2077,137,2077,103,30/04/2024,25/02/2025,33.51 MB,34310,使用Flutter和Rust构建的开源免费音乐软件,Dart,https://github.com/canxin121/app_rhyme
191,flutter-examples,2055,775,2055,2,04/07/2019,11/09/2025,43.13 MB,44162,This repository contains the Syncfusion Flutter UI widgets examples and the guide to use them.,Dart,https://github.com/syncfusion/flutter-examples
192,chewie,2043,1072,2043,428,05/12/2017,09/09/2025,37.46 MB,38356,The video player for Flutter with a heart of gold,Dart,https://github.com/fluttercommunity/chewie
193,Dart,2035,482,2035,53,08/07/2019,04/01/2025,522.00 KB,522,All Algorithms implemented in Dart,Dart,https://github.com/TheAlgorithms/Dart
194,extended_image,2032,518,2032,52,26/02/2019,21/04/2025,29.32 MB,30023,"A powerful official extension library of image, which support placeholder(loading)/ failed state, cache network, zoom pan image, photo view, slide out page, editor(crop,rotate,flip), paint custom etc.",Dart,https://github.com/fluttercandies/extended_image
195,AListFlutter,2024,147,2024,53,14/01/2024,26/07/2025,206.00 KB,206,AList 安卓版本，APK安装即用，无需Root或Termux。,Dart,https://github.com/jing332/AListFlutter
196,fluffychat,2010,390,2010,714,13/07/2023,06/11/2025,1.85 GB,1944260,The cutest instant messenger in the [matrix],Dart,https://github.com/krille-chan/fluffychat
197,photo_view,1982,576,1982,115,01/05/2018,04/09/2024,57.82 MB,59208,"📸 Easy to use yet very customizable zoomable image widget for Flutter, Photo View provides a gesture sensitive zoomable widget. Photo View is largely used to show interacive images and other stuff such as SVG.",Dart,https://github.com/bluefireteam/photo_view
198,FlutterSocialAppUIKit,1975,520,1975,6,14/07/2019,22/03/2024,59.70 MB,61135,Flutter representation of a Social App Concept.,Dart,https://github.com/JideGuru/FlutterSocialAppUIKit
199,awesome-open-source-flutter-apps,1963,318,1963,2,27/04/2024,26/10/2025,1011.00 KB,1011,A curated list of awesome open source Flutter apps,Dart,https://github.com/fluttergems/awesome-open-source-flutter-apps
200,modal_bottom_sheet,1961,514,1961,155,06/04/2020,17/02/2025,33.11 MB,33901,"Flutter | Create advanced modal bottom sheets. Material, Cupertino or your own style",Dart,https://github.com/jamesblasco/modal_bottom_sheet
201,badgemagic-app,1958,246,1958,40,30/10/2014,07/11/2025,343.44 MB,351682,"Badge Magic with LEDs - mobile and desktop app, iOS, Mac, Android",Dart,https://github.com/fossasia/badgemagic-app
202,pangolin_desktop,1941,191,1941,3,03/03/2019,04/10/2025,301.57 MB,308811,"Pangolin Desktop UI shell, designed for dahliaOS, written in Flutter.",Dart,https://github.com/dahliaOS/pangolin_desktop
203,table_calendar,1941,1049,1941,125,22/02/2019,08/01/2025,2.72 MB,2787,"Highly customizable, feature-packed calendar widget for Flutter",Dart,https://github.com/aleksanderwozniak/table_calendar
204,mobile,1935,311,1935,361,01/05/2022,06/11/2025,85.68 MB,87739,New Lichess mobile app in Flutter,Dart,https://github.com/lichess-org/mobile
205,flustars,1926,238,1926,15,27/09/2018,01/06/2022,340.00 KB,340,"🔥🔥🔥  Flutter common utils library. SpUtil, ScreenUtil,WidgetUtil.  也许是目前最好用的SharedPreferences工具类。WidgetUtil 获取图片尺寸宽高, View尺寸&在屏幕上的坐标。",Dart,https://github.com/Sky24n/flustars
206,Openlib,1901,88,1901,73,10/08/2023,01/11/2025,7.39 MB,7563,An Open source app to download and read books from shadow library (Anna’s Archive),Dart,https://github.com/dstark5/Openlib
207,flutter_html,1884,920,1884,140,14/08/2018,12/03/2025,3.18 MB,3254,A Flutter widget for rendering static html as Flutter widgets (Will render over 80 different html tags!),Dart,https://github.com/Sub6Resources/flutter_html
208,webf,1880,144,1880,10,19/07/2022,29/10/2025,221.50 MB,226812,"Glue everything between Web, Flutter and Native",Dart,https://github.com/openwebf/webf
209,super_editor,1878,285,1878,282,22/07/2020,06/11/2025,34.56 MB,35385,A Flutter toolkit for building document editors and readers,Dart,https://github.com/Flutter-Bounty-Hunters/super_editor
